entry_z,exit_z,drift_limit,adverse_z_stop,max_hold_bars,require_turn,total_profit_units,num_trades,win_rate,avg_profit_units,max_drawdown_units,short_trade_profit,long_trade_profit,robust_score
1.8,0.6,None,1.1,None,True,3539.9696075000047,147,0.7006802721088435,24.081425901360575,1325.4059650000036,2937.198195000001,602.7714125000039,2545.915133750002
2.0,0.6,None,1.1,None,True,3529.743080000002,122,0.680327868852459,28.93232032786887,1316.0642950000029,2887.4571025000014,642.2859775000006,2542.69485875
2.0,0.6,None,0.8,120,True,3358.080630000004,144,0.625,23.32000437500003,1104.1279375000013,2774.2285875000016,583.8520425000024,2529.984676875003
2.6,0.3,None,None,180,True,2921.181207499997,51,0.7843137254901961,57.278062892156804,529.9629924999999,1183.3558724999975,1737.8253349999995,2523.7089631249974
2.4,0.3,None,0.8,180,False,3339.967184999997,116,0.6206896551724138,28.7928205603448,1091.784352499999,2664.551717499995,675.4154675000018,2521.1289206249976
2.0,0.3,None,0.8,120,True,3331.352259999998,140,0.5785714285714286,23.79537328571427,1084.7925200000018,3039.0847499999973,292.2675100000006,2517.7578699999967
2.4,0.3,None,0.5,180,False,3295.0062525000003,144,0.5208333333333334,22.881987864583337,1045.292592499999,2663.652512499996,631.3537400000041,2511.036808125001
2.2,0.5,None,0.8,180,False,3274.4616574999973,145,0.6068965517241379,22.582494189655154,1045.2369000000026,2871.058404999998,403.4032524999993,2490.5339824999955
2.6,0.3,None,None,None,True,3031.816804999996,49,0.7959183673469388,61.87381234693869,749.1752450000004,1192.230284999997,1839.586519999999,2469.9353712499956
2.0,0.3,None,0.5,180,False,3128.8770525000036,224,0.4642857142857143,13.96820112723216,913.6299250000029,3204.4492249999976,-75.57217249999394,2443.6546087500014
2.6,0.3,None,1.1,None,True,2989.674809999996,53,0.7547169811320755,56.4089586792452,734.6731850000006,1168.983374999997,1820.6914349999988,2438.6699212499952
2.0,0.5,1.0,0.5,180,True,3014.455477499998,115,0.5826086956521739,26.21265632608694,769.2266725000009,2060.3155424999995,954.1399349999983,2437.535473124997
2.2,0.3,None,None,180,True,3147.8374049999993,91,0.7142857142857143,34.59161983516483,953.2101925000015,2660.0537049999994,487.78369999999995,2432.9297606249984
2.2,0.5,None,0.5,180,False,3154.969752500002,182,0.521978021978022,17.3349986401099,974.7472000000007,2822.9163375000044,332.0534149999976,2423.9093525000017
2.6,0.4,None,0.8,180,True,2754.390964999997,56,0.7321428571428571,49.185552946428515,442.14611500000046,1154.888687499997,1599.5022774999998,2422.7813787499963
2.4,0.3,None,0.5,180,True,3226.987495000003,89,0.6179775280898876,36.25828646067419,1079.1689199999992,2127.5718824999976,1099.4156125000054,2417.610805000004
